Year,Type,Product group,Producer,Code,Volume,Cost per unit,Price per unit
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/03|,1116,2.82,3.85
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/04|,696,2.52,3.73
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/05|,1008,2.06,3.55
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/06|,720,2.99,3.35
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/07|,1128,2.58,3.64
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/08|,1056,2.07,3.62
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/09|,744,2.47,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/10|,672,2.03,3.43
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/11|,696,2.6,3.45
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/12|,732,2,3.59
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/13|,1128,2.11,3.69
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/14|,624,2.37,3.79
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/15|,780,2.21,3.97
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/16|,804,2.22,3.3
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/17|,804,2.92,3.22
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/18|,828,2.9,3.32
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/19|,1140,2.19,3.34
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/20|,804,2.81,3.77
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/21|,996,2.54,3.31
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/22|,636,2.24,3.35
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/23|,900,2.3,3.78
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/24|,720,2.76,3.78
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/25|,612,2.6,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/26|,684,2.93,3.69
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/27|,684,2.75,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/28|,1080,2.72,3.33
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/29|,672,2.93,3.31
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/30|,1092,2.52,3.4
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/31|,600,2.68,3.94
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/32|,720,2.16,3.39
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/33|,1116,2.44,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/34|,972,2.88,3.41
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/35|,792,2.41,3.31
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/36|,756,2.57,3.69
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/37|,924,2.89,3.63
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/38|,624,2.58,3.54
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/39|,972,2.22,3.93
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/40|,1032,2.58,3.38
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/41|,1008,2.27,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/42|,804,2.49,3.53
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/43|,660,2.59,3.21
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/44|,1104,2.53,3.59
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/45|,840,2.31,3.77
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/46|,1200,2.05,3.49
2013,Convenience stores,Fresh salads,Bonduelle,|62/01/99|,972,2.88,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/01|,1080,2.68,3.29
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/02|,1200,2.2,3.68
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/03|,1092,2.08,3.44
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/04|,708,2.43,3.79
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/05|,1152,2.24,3.2
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/06|,852,2.65,3.72
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/07|,756,2.69,3.59
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/08|,780,2.36,3.88
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/09|,612,2.9,3.38
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/10|,912,2.91,3.53
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/11|,912,2.02,3.82
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/13|,828,2.11,3.77
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/14|,768,2.98,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/02/15|,600,2.95,3.71
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/01|,1092,2.75,3.5
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/02|,780,2.73,3.82
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/03|,792,2.61,3.73
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/04|,684,2.82,3.41
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/05|,732,2.12,3.69
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/06|,612,2.11,3.92
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/07|,1200,2.26,3.37
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/08|,648,2.35,3.87
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/09|,636,2.94,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/10|,1164,2.55,3.82
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/11|,1152,2.8,3.7
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/12|,1104,2.71,3.51
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/13|,840,2.64,3.48
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/14|,960,2.02,3.95
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/15|,1080,2.36,3.59
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/16|,684,2.58,3.49
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/17|,1128,2.55,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/18|,984,2.35,3.86
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/19|,1080,2.6,3.37
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/20|,672,2.79,4
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/21|,936,2.4,3.42
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/22|,900,2.53,3.7
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/23|,864,2.95,3.22
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/24|,804,2.52,3.62
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/25|,660,2.42,3.71
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/26|,936,2.23,3.7
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/27|,948,2.97,3.32
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/28|,660,2.28,3.42
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/29|,780,2.27,3.31
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/30|,684,3,3.95
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/31|,864,2.76,3.57
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/32|,924,2.12,3.41
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/33|,1080,2.72,3.52
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/34|,744,2.3,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/35|,1152,2.44,3.42
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/36|,1116,2.64,3.53
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/37|,888,2.43,3.77
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/38|,816,2.53,3.34
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/39|,756,2.54,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/40|,900,2.24,3.63
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/41|,636,2.87,3.38
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/42|,1092,2.11,3.63
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/43|,972,2.05,3.25
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/44|,636,2.44,3.22
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/45|,1176,2.93,3.93
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/46|,972,2.04,3.52
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/47|,1044,2.39,3.47
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/48|,1200,2.05,3.28
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/49|,1140,2.64,3.87
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/50|,660,3,3.66
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/51|,1032,2.47,3.48
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/52|,1044,2.39,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/53|,804,2.95,3.84
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/54|,864,2.88,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/55|,936,2.01,3.39
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/56|,852,2.88,3.34
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/57|,828,2.99,3.6
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/58|,972,2.41,3.96
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/59|,1020,2.22,3.41
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/60|,708,2.62,3.61
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/61|,1044,2.48,3.21
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/62|,1188,2.43,3.98
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/63|,756,2.11,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/64|,948,2.1,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/66|,996,2.06,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/68|,972,2.06,3.56
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/69|,972,2.14,3.23
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/72|,840,2.95,3.38
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/73|,912,2.79,3.53
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/74|,732,2.3,3.39
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/75|,1008,2.02,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/76|,684,2.86,3.76
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/77|,1188,2.07,3.56
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/78|,1140,2.25,3.21
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/79|,996,2.14,3.94
2013,Convenience stores,Fresh salads,Bonduelle,|62/03/82|,684,2.28,3.41
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/01|,936,2.48,3.97
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/02|,1152,2.25,3.56
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/03|,888,2.08,3.62
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/04|,672,2.04,3.32
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/05|,660,2.96,3.82
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/06|,684,2.36,3.36
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/07|,1068,2.7,3.28
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/08|,936,2.1,3.51
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/09|,1104,2.5,4
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/10|,672,2.89,3.77
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/11|,804,2.14,3.2
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/13|,996,2.15,3.69
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/14|,1020,2.36,3.8
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/15|,1032,2.18,3.26
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/16|,720,2.21,3.7
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/17|,660,2.41,3.89
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/18|,1188,2.03,3.5
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/19|,1140,2.15,3.34
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/20|,636,2.33,3.24
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/21|,756,2.69,3.54
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/23|,888,2.67,3.35
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/25|,1032,2.89,3.65
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/26|,888,2.7,3.63
2013,Convenience stores,Fresh salads,Bonduelle,|62/04/27|,984,2.47,3.23
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/01|,1068,2.76,3.3
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/02|,1104,2.46,3.51
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/03|,804,2.44,3.47
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/04|,1056,2.71,3.85
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/05|,744,2.29,3.85
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/06|,684,2.55,3.64
2013,Convenience stores,Fresh salads,Bonduelle,|62/05/08|,1008,2.3,3.58
2013,Convenience stores,Fresh salads,Bonduelle,|62/09/01|,612,2.91,3.88
2013,Convenience stores,Cosmetics,Veet,|55/01/01|,552,4.62,5.27
2013,Convenience stores,Cosmetics,Veet,|55/01/02|,396,4.81,5.4
2013,Convenience stores,Cosmetics,Veet,|55/01/03|,468,4.86,5.4
2013,Convenience stores,Cosmetics,Veet,|55/01/04|,396,4.85,5.13
2013,Convenience stores,Cosmetics,Veet,|55/01/05|,276,4.86,5.07
2013,Convenience stores,Cosmetics,Veet,|55/01/06|,456,4.81,5.26
2013,Convenience stores,Cosmetics,Veet,|55/01/07|,324,4.73,5.05
2013,Convenience stores,Cosmetics,Veet,|55/01/08|,468,4.96,5.07
2013,Convenience stores,Cosmetics,Veet,|55/01/09|,636,4.65,5.14
2013,Convenience stores,Cosmetics,Veet,|55/01/10|,396,4.57,5.14
2013,Convenience stores,Cosmetics,Veet,|55/01/11|,336,4.25,5.26
2013,Convenience stores,Cosmetics,Veet,|55/01/12|,372,4.27,5.01
2013,Convenience stores,Cosmetics,Veet,|55/01/13|,564,4.45,5.15
2013,Convenience stores,Cosmetics,Veet,|55/01/14|,336,4.64,5.27
2013,Convenience stores,Cosmetics,Veet,|55/01/15|,624,4.81,5.33
2013,Convenience stores,Cosmetics,Veet,|55/01/16|,372,4.06,5.28
2013,Convenience stores,Cosmetics,Veet,|55/01/17|,300,4.64,5.34
2013,Convenience stores,Cosmetics,Veet,|55/01/18|,528,4.14,5.29
2013,Convenience stores,Cosmetics,Veet,|55/01/19|,636,4.23,5.17
2013,Convenience stores,Cosmetics,Veet,|55/01/20|,240,4.9,5.28
2013,Convenience stores,Cosmetics,Veet,|55/01/21|,480,4.07,5.21
2013,Convenience stores,Cosmetics,Veet,|55/01/22|,576,4.39,5.31
2013,Convenience stores,Cosmetics,Veet,|55/01/23|,492,4.39,5.3
2013,Convenience stores,Cosmetics,Veet,|55/01/24|,636,4.49,5.36
2013,Convenience stores,Cosmetics,Veet,|55/01/25|,564,4.47,5.22
2013,Convenience stores,Cosmetics,Veet,|55/01/26|,600,4.24,5.3
2013,Convenience stores,Cosmetics,Veet,|55/01/27|,336,4.32,5.34
2013,Convenience stores,Cosmetics,Veet,|55/01/28|,708,4.84,5.13
2013,Convenience stores,Cosmetics,Veet,|55/01/29|,636,4.73,5.12
2013,Convenience stores,Cosmetics,Veet,|55/01/30|,360,4.31,5.02
2013,Convenience stores,Cosmetics,Veet,|55/01/31|,372,4.37,5.1
2013,Convenience stores,Cosmetics,Veet,|55/01/32|,360,4.49,5.02
2013,Convenience stores,Cosmetics,Veet,|55/01/33|,684,4.37,5.21
2013,Convenience stores,Cosmetics,Veet,|55/01/34|,504,4.32,5.06
2013,Convenience stores,Cosmetics,Veet,|55/01/35|,552,4.5,5.16
2013,Convenience stores,Cosmetics,Veet,|55/01/36|,552,4.36,5.13
2013,Convenience stores,Cosmetics,Veet,|55/01/37|,720,4.16,5.02
2013,Convenience stores,Cosmetics,Veet,|55/01/38|,516,4.62,5.25
2013,Convenience stores,Cosmetics,Veet,|55/01/39|,444,4.72,5.02
2013,Convenience stores,Cosmetics,Veet,|55/01/40|,360,4.45,5.19
2013,Convenience stores,Cosmetics,Veet,|55/01/41|,720,4.51,5.09
2013,Convenience stores,Cosmetics,Veet,|55/01/42|,408,4.82,5.01
2013,Convenience stores,Cosmetics,Veet,|55/01/43|,504,4.61,5.17
2013,Convenience stores,Cosmetics,Veet,|55/01/44|,576,4.46,5.01
2013,Convenience stores,Cosmetics,Veet,|55/01/45|,576,4.27,5.18
2013,Convenience stores,Cosmetics,Veet,|55/01/46|,696,4.37,5.23
2013,Convenience stores,Cosmetics,Veet,|55/01/47|,612,4.28,5.22
2013,Convenience stores,Cosmetics,Veet,|55/01/48|,480,4.81,5.15
2013,Convenience stores,Cosmetics,Veet,|55/01/60|,360,4.77,5.09
2013,Convenience stores,Cosmetics,Veet,|55/01/61|,684,4.11,5.17
2013,Convenience stores,Cosmetics,Veet,|55/01/62|,492,4.67,5.24
2013,Convenience stores,Cosmetics,Veet,|55/01/63|,600,4.54,5.35
2013,Convenience stores,Cosmetics,Veet,|55/01/64|,588,4.47,5.02
2013,Convenience stores,Meat,North Cascade,|45/08/01|,552,5.84,8.026666667
2013,Convenience stores,Meat,North Cascade,|45/30/01|,576,6.16,8.133333333
2013,Convenience stores,Meat,North Cascade,|45/50/01|,492,5.533333333,7.44
2013,Convenience stores,Meat,North Cascade,|45/50/02|,492,5.713333333,8.273333333
2013,Convenience stores,Meat,North Cascade,|45/50/03|,492,6.006666667,7.373333333
2013,Convenience stores,Meat,North Cascade,|45/50/04|,540,6.226666667,8.593333333
2013,Convenience stores,Meat,North Cascade,|45/50/05|,576,5.7,8.413333333
2013,Convenience stores,Meat,North Cascade,|45/50/06|,504,5.56,7.92
2013,Convenience stores,Meat,North Cascade,|45/50/07|,576,6.466666667,7.966666667
2013,Convenience stores,Meat,North Cascade,|45/50/08|,600,6.06,7.48
2013,Convenience stores,Meat,North Cascade,|45/50/09|,540,5.96,7.6
2013,Convenience stores,Meat,North Cascade,|45/50/10|,600,6.34,7.506666667
2013,Convenience stores,Meat,North Cascade,|45/50/11|,408,5.406666667,7.88
2013,Convenience stores,Meat,North Cascade,|45/50/12|,480,6.52,7.66
2013,Convenience stores,Meat,North Cascade,|45/50/13|,624,5.566666667,8.64
2013,Convenience stores,Meat,North Cascade,|45/50/14|,636,5.4,8.466666667
2013,Convenience stores,Meat,North Cascade,|45/50/15|,636,6.52,7.946666667
2013,Convenience stores,Meat,North Cascade,|45/50/16|,444,5.713333333,8.466666667
2013,Convenience stores,Meat,North Cascade,|45/50/17|,564,5.993333333,8.626666667
2013,Convenience stores,Meat,North Cascade,|45/50/19|,444,6.146666667,8.386666667
2013,Convenience stores,Meat,North Cascade,|45/50/20|,480,5.38,7.76
2013,Convenience stores,Meat,North Cascade,|45/50/21|,540,5.52,7.526666667
2013,Convenience stores,Meat,North Cascade,|45/50/22|,492,6.166666667,7.586666667
2013,Convenience stores,Meat,North Cascade,|45/50/23|,588,5.826666667,7.54
2013,Convenience stores,Meat,North Cascade,|45/50/24|,552,6.546666667,7.933333333
2013,Convenience stores,Meat,North Cascade,|45/50/25|,528,5.893333333,7.346666667
2013,Convenience stores,Meat,North Cascade,|45/50/26|,612,6.486666667,8.18
2013,Convenience stores,Meat,North Cascade,|45/50/27|,456,6.34,7.84
2013,Convenience stores,Meat,North Cascade,|45/50/28|,600,5.633333333,7.426666667
2013,Convenience stores,Meat,North Cascade,|45/50/29|,516,6.453333333,7.886666667
2013,Convenience stores,Meat,North Cascade,|45/50/30|,540,6.16,8.306666667
2013,Convenience stores,Meat,North Cascade,|45/50/31|,636,6.286666667,8.006666667
2013,Convenience stores,Meat,North Cascade,|45/50/32|,528,6.513333333,8.32
2013,Convenience stores,Meat,North Cascade,|45/50/33|,528,6.666666667,8.26
2013,Convenience stores,Meat,North Cascade,|45/50/34|,420,5.706666667,8.393333333
2013,Convenience stores,Meat,North Cascade,|45/50/35|,588,6.2,7.606666667
2013,Convenience stores,Meat,North Cascade,|45/50/36|,480,5.673333333,7.333333333
2013,Convenience stores,Meat,North Cascade,|45/50/37|,504,5.653333333,7.966666667
2013,Convenience stores,Meat,North Cascade,|45/50/38|,504,6.22,8.293333333
2013,Convenience stores,Meat,North Cascade,|45/50/39|,564,6.1,7.64
2013,Convenience stores,Meat,North Cascade,|45/50/40|,516,5.3,7.94
2013,Convenience stores,Meat,North Cascade,|45/50/40a|,576,6.146666667,8.413333333
2013,Convenience stores,Meat,North Cascade,|45/50/40b|,612,6.18,8.006666667
2013,Convenience stores,Meat,North Cascade,|45/50/40c|,552,6.56,8.346666667
2013,Convenience stores,Meat,North Cascade,|45/50/40d|,588,5.38,8.353333333
2013,Convenience stores,Meat,North Cascade,|45/50/41|,588,6.446666667,8.08
2013,Convenience stores,Meat,North Cascade,|45/50/42|,636,6.226666667,7.42
2013,Convenience stores,Meat,North Cascade,|45/50/98|,456,6.433333333,8.326666667
2013,Convenience stores,Meat,North Cascade,|45/50/99|,444,6.266666667,8
2013,Convenience stores,Alcohol,North Cascade,|45/01/01|,1992,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/02|,2064,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/03|,2088,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/04|,1800,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/05|,1956,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/01/11|,2124,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/01/12|,1884,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/13|,1896,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/01/14|,1980,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/15|,1824,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/16|,1800,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/20|,2076,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/01/21|,2064,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/01/22|,2052,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/02/01|,1944,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/02|,1800,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/03|,2028,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/04|,2148,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/05|,1944,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/11|,1896,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/12|,1824,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/02/13|,1848,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/21|,2148,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/22|,2076,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/02/23|,1980,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/02/31|,1800,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/03/01|,2028,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/03/03|,2160,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/03/04|,2136,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/03/05|,1824,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/01|,1872,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/02|,1908,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/03|,2040,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/04|,1860,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/08|,1896,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/09|,2148,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/10|,1944,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/11|,2076,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/12|,1860,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/13|,2016,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/14|,1860,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/21|,2076,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/22|,2124,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/23|,1992,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/31|,1800,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/32|,1956,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/33|,2004,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/88|,2136,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/90|,1824,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/91|,2076,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/92|,1992,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/93|,2064,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/94|,1884,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/04/95|,2076,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/04/99|,1848,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/05/01|,2112,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/05/02|,2064,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/05/03|,2016,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/05/04|,2028,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/05/05|,1944,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/05/06|,2124,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/05/07|,2016,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/06/01|,2112,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/06/03|,1992,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/06/04|,2028,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/06/05|,1896,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/01|,1860,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/02|,2076,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/03|,1848,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/07/04|,2040,5,7
2013,Convenience stores,Alcohol,North Cascade,|45/07/05|,2088,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/06|,2016,4,7
2013,Convenience stores,Alcohol,North Cascade,|45/07/07|,1956,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/08|,1860,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/09|,2052,5,6
2013,Convenience stores,Alcohol,North Cascade,|45/07/10|,1812,4,6
2013,Convenience stores,Alcohol,North Cascade,|45/20/01|,2004,4,6
